Resource,Derating_factor_1,Derating_factor_2,Derating_factor_4,Derating_factor_5,Derating_factor_10,Derating_factor_3,Derating_factor_8,Derating_factor_7,Derating_factor_9,Derating_factor_6
BASN_landbasedwind_class3_moderate_2_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
BASN_landbasedwind_class3_moderate_3_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
BASN_landbasedwind_class3_moderate_4_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
BASN_landbasedwind_class3_moderate_5_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
BASN_landbasedwind_class3_moderate_6_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
BASN_landbasedwind_class3_moderate_7_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
BASN_landbasedwind_class3_moderate_8_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
BASN_landbasedwind_class3_moderate_9_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
BASN_landbasedwind_class3_moderate_10_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
BASN_landbasedwind_class3_moderate_11_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
BASN_utilitypv_class1_moderate_0_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
BASN_utilitypv_class1_moderate_1_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
BASN_utilitypv_class1_moderate_2_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
BASN_utilitypv_class1_moderate_3_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
BASN_utilitypv_class1_moderate_4_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
BASN_utilitypv_class1_moderate_5_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
BASN_utilitypv_class1_moderate_6_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
BASN_utilitypv_class1_moderate_7_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
BASN_utilitypv_class1_moderate_8_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
BASN_utilitypv_class1_moderate_9_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
CANO_naturalgas_hframe_cc_95_ccs_moderate_0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_naturalgas_hframe_cc_moderate_0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_naturalgas_fframe_ct_moderate_0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_battery_moderate_0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_nuclear_nuclear_moderate_0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_hydrogen_fframe_ct_moderate_0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_hydrogen_hframe_cc_moderate_0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_0_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_1_anyQual_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_2_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_3_anyQual_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_4_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_5_anyQual_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_6_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_7_anyQual_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_8_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_9_anyQual_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_10_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_11_anyQual_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_0_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_1_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_2_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_3_anyQual_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_4_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_5_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_6_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_7_anyQual_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_8_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_9_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_10_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_11_anyQual_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_12_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_13_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_14_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_15_anyQual_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_16_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_17_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_18_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_19_anyQual_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_offshorewind_class12_moderate_floating_1_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_offshorewind_class12_moderate_floating_1_2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_offshorewind_class12_moderate_floating_1_3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_offshorewind_class3_moderate_fixed_0_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_offshorewind_class3_moderate_fixed_0_2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_offshorewind_class3_moderate_fixed_0_3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_offshorewind_class12_moderate_floating_0_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_offshorewind_class12_moderate_floating_0_2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_offshorewind_class12_moderate_floating_0_3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_naturalgas_hframe_cc_95_ccs_moderate_0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_naturalgas_hframe_cc_moderate_0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_naturalgas_fframe_ct_moderate_0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_battery_moderate_0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_nuclear_nuclear_moderate_0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_hydrogen_fframe_ct_moderate_0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_hydrogen_hframe_cc_moderate_0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_0_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_1_anyQual_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_2_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_3_anyQual_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_4_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_5_anyQual_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_6_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_7_anyQual_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_8_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_9_anyQual_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_10_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_11_anyQual_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_utilitypv_class1_moderate_0_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_utilitypv_class1_moderate_1_anyQual_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_utilitypv_class1_moderate_2_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_utilitypv_class1_moderate_3_anyQual_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_utilitypv_class1_moderate_4_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_utilitypv_class1_moderate_5_anyQual_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_utilitypv_class1_moderate_6_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_utilitypv_class1_moderate_7_anyQual_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_utilitypv_class1_moderate_8_anyQual_0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_utilitypv_class1_moderate_9_anyQual_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_offshorewind_class12_moderate_floating_1_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_offshorewind_class12_moderate_floating_1_2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_offshorewind_class12_moderate_floating_1_3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_offshorewind_class3_moderate_fixed_0_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_offshorewind_class12_moderate_floating_0_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_offshorewind_class12_moderate_floating_0_2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_offshorewind_class12_moderate_floating_0_3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_naturalgas_hframe_cc_95_ccs_moderate_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
FRCC_naturalgas_hframe_cc_moderate_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
FRCC_naturalgas_fframe_ct_moderate_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
FRCC_battery_moderate_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
FRCC_nuclear_nuclear_moderate_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
FRCC_hydrogen_fframe_ct_moderate_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
FRCC_hydrogen_hframe_cc_moderate_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
FRCC_landbasedwind_class3_moderate_0_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_1_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_2_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_3_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_4_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_5_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_6_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_7_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_8_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_9_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_10_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_11_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_12_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_13_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_14_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_15_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_16_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_17_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_18_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_19_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_20_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_21_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_22_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_landbasedwind_class3_moderate_23_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_utilitypv_class1_moderate_0_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_utilitypv_class1_moderate_1_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_utilitypv_class1_moderate_2_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_utilitypv_class1_moderate_3_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_utilitypv_class1_moderate_4_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_utilitypv_class1_moderate_5_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_utilitypv_class1_moderate_6_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_utilitypv_class1_moderate_7_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_utilitypv_class1_moderate_8_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_utilitypv_class1_moderate_9_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_utilitypv_class1_moderate_10_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_utilitypv_class1_moderate_11_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_utilitypv_class1_moderate_12_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_utilitypv_class1_moderate_13_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_utilitypv_class1_moderate_14_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_utilitypv_class1_moderate_15_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_utilitypv_class1_moderate_16_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_utilitypv_class1_moderate_17_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_utilitypv_class1_moderate_18_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_utilitypv_class1_moderate_19_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_offshorewind_class3_moderate_fixed_1_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_offshorewind_class3_moderate_fixed_1_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_offshorewind_class3_moderate_fixed_1_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_offshorewind_class3_moderate_fixed_0_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_offshorewind_class3_moderate_fixed_0_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_offshorewind_class3_moderate_fixed_0_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_offshorewind_class12_moderate_floating_0_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_offshorewind_class12_moderate_floating_0_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FRCC_offshorewind_class12_moderate_floating_0_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
ISNE_naturalgas_hframe_cc_moderate_0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0
ISNE_naturalgas_fframe_ct_moderate_0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0
ISNE_battery_moderate_0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0
ISNE_nuclear_nuclear_moderate_0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0
ISNE_hydrogen_fframe_ct_moderate_0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0
ISNE_hydrogen_hframe_cc_moderate_0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0
ISNE_utilitypv_class1_moderate_0_anyQual_0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_utilitypv_class1_moderate_1_anyQual_0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_utilitypv_class1_moderate_2_anyQual_0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_utilitypv_class1_moderate_3_anyQual_1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_utilitypv_class1_moderate_4_anyQual_0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_utilitypv_class1_moderate_5_anyQual_0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_utilitypv_class1_moderate_6_anyQual_0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_utilitypv_class1_moderate_7_anyQual_1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_utilitypv_class1_moderate_8_anyQual_0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_utilitypv_class1_moderate_9_anyQual_0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_utilitypv_class1_moderate_10_anyQual_0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_utilitypv_class1_moderate_11_anyQual_1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_utilitypv_class1_moderate_12_anyQual_0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_utilitypv_class1_moderate_13_anyQual_0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_utilitypv_class1_moderate_14_anyQual_0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_utilitypv_class1_moderate_15_anyQual_1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_utilitypv_class1_moderate_16_anyQual_0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_utilitypv_class1_moderate_17_anyQual_0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_utilitypv_class1_moderate_18_anyQual_0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_utilitypv_class1_moderate_19_anyQual_1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_landbasedwind_class3_moderate_0_anyQual_0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_landbasedwind_class3_moderate_1_anyQual_1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_landbasedwind_class3_moderate_2_anyQual_0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_landbasedwind_class3_moderate_3_anyQual_1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_landbasedwind_class3_moderate_4_anyQual_0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_landbasedwind_class3_moderate_5_anyQual_1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_landbasedwind_class3_moderate_6_anyQual_0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_landbasedwind_class3_moderate_7_anyQual_1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_landbasedwind_class3_moderate_8_anyQual_0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_landbasedwind_class3_moderate_9_anyQual_1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_landbasedwind_class3_moderate_10_anyQual_0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_landbasedwind_class3_moderate_11_anyQual_1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_offshorewind_class3_moderate_fixed_1_1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_offshorewind_class3_moderate_fixed_1_2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_offshorewind_class3_moderate_fixed_1_3,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_offshorewind_class12_moderate_floating_1_1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_offshorewind_class12_moderate_floating_1_2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_offshorewind_class12_moderate_floating_1_3,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_offshorewind_class3_moderate_fixed_0_1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
ISNE_offshorewind_class3_moderate_fixed_0_2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
