Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26
,,,,,,,,868,11480,11798,18225,21673,11003,15561,8788,18199,18369,16920,6874,6631,9729,9634,24510,25722,8739,6781,4591,12619,19087,17723,20021,16594,46559,2157
,,,,,,,,869,10998,11179,17264,23124,10811,15907,9211,18110,19025,16093,6866,6637,9721,9768,24715,26201,8569,6809,4688,12509,20389,18339,20926,15950,46262,2135
,,,,,,,,870,10720,10670,16475,25026,10979,16878,10002,18601,20458,15656,7147,6897,10054,10317,26075,27755,8495,7136,4917,12805,21743,19649,22875,15645,47378,2180
,,,,,,,,871,10662,10431,16097,27610,11658,18189,10643,19531,22094,15759,7680,7288,10822,10958,28281,30310,8519,7666,5314,13424,23498,21036,24008,15625,49504,2276
,,,,,,,,872,10849,10462,16137,30908,12714,19278,11309,20065,23619,16442,8474,7935,11787,11704,30757,32029,8903,8119,5683,13722,25592,22195,25341,16002,50866,2363
,,,,,,,,873,11177,10992,16951,34220,14065,20060,11915,20986,25097,17477,9280,8653,12524,12664,33237,33800,9137,8552,6015,14588,27952,23217,27137,16728,53768,2510
,,,,,,,,874,11690,12016,18543,37237,14970,20683,12450,22408,26161,19740,9953,9222,13040,13572,35481,35481,9515,8884,6231,15698,30137,24159,29019,17950,58023,2712
,,,,,,,,875,12575,13210,20394,39498,15814,21316,12851,23868,27052,20892,10547,9671,13526,14565,37776,37513,9837,9200,6422,16729,31954,25207,31103,19310,62371,2924
,,,,,,,,876,13420,14429,22282,41457,16601,21804,13097,25394,27699,21780,11014,10048,13955,15469,39787,39001,10170,9465,6562,17644,33526,26081,32999,20891,66810,3157
,,,,,,,,877,14363,15515,23958,42851,17162,22236,13233,26706,28213,22318,11311,10266,14114,16131,41405,40056,10451,9692,6724,18568,34705,26809,34812,22689,70431,3336
,,,,,,,,878,15223,16855,26029,43397,17396,22547,13241,27750,28628,23186,11550,10436,14177,16678,42840,40951,10737,9903,6908,19346,35444,27445,36191,24129,73817,3509
,,,,,,,,879,16170,17974,27758,43372,17695,22652,13124,28448,28675,23739,11762,10582,14209,17045,43902,41315,10846,10084,7031,19813,35889,27848,37042,25226,76493,3649
,,,,,,,,880,16948,18865,29137,43217,18157,22760,13048,28954,28709,24294,11951,10678,14124,17348,45054,41525,11021,10241,7188,20275,35985,28191,37468,26268,78344,3753
,,,,,,,,881,17685,19731,30478,42944,18495,22901,12979,29391,28862,24684,12108,10742,14096,17616,45985,41735,11235,10467,7371,20614,35639,28544,37311,27136,79435,3825
,,,,,,,,882,18299,20444,31583,42143,18836,22934,12859,29354,28965,25047,12137,10685,14006,17525,46327,41511,11408,10571,7487,20635,34230,28641,36510,28084,79238,3833
,,,,,,,,883,18647,20961,32393,40977,18371,22629,12580,28839,28617,25647,11630,10270,13748,16818,44517,40320,11572,10496,7432,20270,32568,28016,35024,28474,77572,3774
,,,,,,,,884,18604,21265,32877,38950,17429,22045,12304,27614,27705,26248,11047,9817,13308,15885,41847,38776,11825,10122,7162,19301,30760,27215,33748,28446,74046,3587
,,,,,,,,885,18347,20990,32468,36035,17171,21699,12168,26792,26908,26904,10958,9775,13223,15656,41238,38568,11330,9803,6845,18438,28266,26650,32498,27460,71211,3428
,,,,,,,,886,17708,19742,30534,32640,16926,20980,11535,25767,25721,26277,10500,9448,13235,14833,38982,37435,10908,9414,6580,17564,25454,25105,29745,26689,67671,3241
,,,,,,,,887,16793,18464,28556,29166,15910,19598,10647,23902,23584,24991,9655,8802,12687,13573,35484,34824,10937,8574,6058,16160,23055,22981,26817,25436,62449,2975
,,,,,,,,888,16050,18009,27855,26562,14436,18200,9927,21956,21829,24278,8770,8109,11819,12313,32019,31951,10613,7742,5612,14679,21494,21055,24398,23688,56841,2695
,,,,,,,,889,14828,16735,25883,24676,13063,17071,9439,20428,20567,22678,7972,7476,10991,11377,29185,29698,10021,7159,5282,13548,20320,19727,22796,21557,52245,2467
,,,,,,,,890,13627,15003,23202,23457,12030,16357,9136,19436,19694,20577,7421,7070,10309,10835,27530,28535,9435,6818,5077,12873,19556,19074,21936,19638,48916,2293
,,,,,,,,891,12711,13397,20708,22773,11353,15924,8979,18677,19237,18696,7062,6796,9947,10494,26398,27678,9072,6595,4963,12360,19331,18584,21369,18294,46529,2168
,,,,,,,,892,11993,12281,18969,23044,10951,15780,9003,18142,19132,17200,6856,6633,9712,10404,25959,27355,8882,6478,4917,12057,19813,18470,21361,17378,45025,2087
,,,,,,,,893,11443,11435,17658,24521,10723,16060,9315,17999,19637,16265,6826,6616,9679,10539,26178,27758,8739,6521,5004,12003,21163,19131,22237,16763,44596,2060
,,,,,,,,894,11044,10860,16768,26368,10875,17016,10094,18421,20976,15857,7111,6879,9986,11110,27750,29281,8614,6906,5215,12285,22285,20449,24348,16394,45680,2104
,,,,,,,,895,10792,10591,16344,28791,11565,18130,10691,19290,22469,15887,7737,7363,10602,11774,30388,31795,8577,7442,5557,12949,24060,21907,25722,16376,47900,2204
,,,,,,,,896,10909,10641,16411,32165,12718,19072,11286,19854,23912,16551,8558,8043,11412,12342,32611,33413,8932,7921,5926,13221,26021,22863,26874,16651,49168,2285
,,,,,,,,897,11248,11229,17316,35384,14060,19800,11854,20852,25268,17713,9266,8686,12254,13078,34459,34783,9192,8231,6250,13960,28207,23739,28447,17203,52285,2443
,,,,,,,,898,11671,12160,18765,38253,14892,20529,12395,22121,26386,19924,9858,9209,13008,13876,36152,36212,9344,8472,6547,14928,30182,24701,29897,18331,56552,2646
,,,,,,,,899,12524,13252,20460,40599,15720,21176,12767,23651,27258,21183,10368,9600,13746,14787,37699,37716,9652,8691,6792,15990,32016,25828,31334,19536,61272,2875
,,,,,,,,900,13379,14312,22100,42507,16418,21795,13037,24984,27924,21861,10749,9894,14357,15787,39035,38972,9903,8891,6994,16981,33600,27015,33108,21121,66370,3139
,,,,,,,,901,14185,15378,23747,43630,16904,22317,13287,26369,28581,22222,10962,10043,14888,16537,40233,39939,10445,9063,7192,17899,34966,28219,35067,23064,71018,3364
,,,,,,,,902,15074,16594,25627,43992,17032,22666,13411,27570,29066,22983,11174,10192,15266,17097,41255,40566,10883,9180,7392,18624,36027,29364,36650,24378,75060,3568
,,,,,,,,903,15914,17583,27155,43651,17230,22898,13431,28339,29064,23388,11259,10223,15655,17455,41999,40923,11315,9240,7515,18924,36519,30232,37791,25548,78029,3721
,,,,,,,,904,16644,18454,28504,43203,17478,23276,13530,28777,29128,24078,11341,10220,15822,17741,42741,41420,11707,9384,7668,19198,36657,30890,38651,26680,79708,3815
,,,,,,,,905,17372,19293,29801,42201,17691,23598,13599,29097,29325,24492,11426,10210,15928,17848,43184,41604,12258,9612,7806,19293,36097,31281,38892,27506,80523,3873
,,,,,,,,906,17994,19957,30830,40981,17925,23690,13504,28969,29309,24849,11381,10075,15917,17739,43276,41504,12646,9712,7786,19054,35123,31127,38507,28220,80255,3877
,,,,,,,,907,18372,20364,31469,39708,17413,23327,13063,28373,28895,25496,10999,9747,15555,17056,41786,40325,13075,9674,7726,18491,33738,30193,37146,28562,78141,3794
,,,,,,,,908,18326,20588,31828,37764,16593,22575,12623,27238,27888,26206,10593,9450,14910,16215,40048,38708,13308,9342,7452,17689,32131,28926,35570,28394,74604,3606
,,,,,,,,909,17986,20267,31350,35135,16604,22177,12592,26451,27363,26820,10599,9498,14689,15902,40043,38248,12694,9165,7146,17122,29851,27999,34178,27173,71574,3439
,,,,,,,,910,17146,18900,29232,31834,16501,21360,11892,25434,26138,26095,10234,9243,14544,15080,38332,37267,11991,8886,6838,16538,26916,25946,31309,26274,67834,3243
,,,,,,,,911,16280,17571,27176,28693,15668,19904,10902,23531,23921,24876,9514,8704,13806,13723,35168,34629,11766,8165,6283,15406,24377,23609,28122,24974,62533,2974
,,,,,,,,912,15567,17192,26592,26276,14322,18327,10120,21607,22051,24273,8743,8097,12725,12493,32086,31820,11230,7355,5794,14135,22668,21536,25509,23203,56928,2695
,,,,,,,,913,14319,16012,24768,24493,12979,17190,9596,20084,20769,22789,8026,7545,11686,11616,29448,29729,10388,6846,5443,13173,21391,20131,23800,20958,52256,2465
,,,,,,,,914,13194,14355,22200,23166,12086,16324,9268,19112,19804,20616,7501,7149,10918,10954,27725,28229,9731,6504,5184,12533,20664,19260,22763,18952,48955,2294
,,,,,,,,915,12198,12858,19876,22553,11512,15827,9096,18422,19370,18803,7167,6903,10433,10531,26688,27408,9305,6290,5055,12146,20380,18540,22035,17087,46454,2164
,,,,,,,,916,11462,11659,18008,22891,11195,15660,9110,17930,19271,17255,7024,6800,10183,10329,26196,27004,8974,6189,4992,11905,20885,18491,21963,15953,44967,2084
,,,,,,,,917,10967,10983,16960,24473,11041,15955,9430,17825,19757,16369,7031,6818,10085,10443,26399,27316,8737,6281,5043,11875,22208,19158,22816,15266,44467,2054
,,,,,,,,918,10622,10537,16268,26222,11233,16864,10100,18266,21043,15934,7319,7076,10373,10975,27856,28778,8607,6667,5251,12228,23505,20416,24991,14999,45501,2095
,,,,,,,,919,10534,10325,15932,28502,12012,18079,10719,19225,22678,15979,7948,7564,11049,11619,30297,31099,8598,7263,5620,13016,25178,21678,26202,15083,47872,2202
,,,,,,,,920,10728,10383,16013,31702,13297,19179,11353,19738,24106,16632,8735,8196,12044,12355,32813,32863,8971,7717,5946,13335,27027,22677,27268,15607,49239,2288
,,,,,,,,921,11047,10949,16884,34968,14348,20051,12024,20647,25446,17790,9491,8866,12837,13231,35069,34537,9177,8203,6219,14004,28982,23763,28889,16367,51497,2407
,,,,,,,,922,11429,11943,18431,37970,14764,20981,12629,21896,26620,19866,10082,9371,13573,13936,37107,36209,9530,8702,6473,14905,30604,24983,30748,17426,54915,2571
,,,,,,,,923,12208,12941,19981,40603,15170,22017,13077,23241,27694,20961,10706,9855,14307,14731,39200,37905,9892,9262,6757,15937,32243,26521,32682,18257,58652,2754
,,,,,,,,924,13061,13806,21319,42786,15795,22973,13502,24668,28632,21581,11154,10209,15072,15322,41078,39154,10248,9903,7046,16962,33731,27973,34708,19110,62536,2961
,,,,,,,,925,13931,14572,22504,43917,16428,24038,13901,26033,29632,22015,11325,10313,15916,15904,42516,40459,10843,10550,7330,18043,34926,29164,36181,20255,66030,3132
,,,,,,,,926,14905,15478,23904,44445,16789,25015,14153,27286,30505,22717,11486,10411,16621,16263,43668,41560,11398,11291,7639,19109,35625,30289,37244,21209,69194,3293
,,,,,,,,927,15872,16375,25293,44821,17228,25798,14273,28123,30934,23318,11548,10411,17231,16504,44329,42332,11932,11920,7929,19862,35747,31252,37946,21920,71643,3420
,,,,,,,,928,16760,17096,26410,44953,17667,26478,14428,28713,31340,23830,11576,10355,17694,16545,44659,42906,12392,12477,8144,20472,35473,32095,38469,22672,73894,3538
,,,,,,,,929,17488,17854,27581,44378,17995,27096,14506,29206,31729,24184,11471,10177,18073,16482,44678,43335,12862,12988,8319,20916,34698,32600,38615,23266,75850,3648
,,,,,,,,930,18005,18530,28629,43211,18162,27386,14367,29156,31740,24566,11335,9962,18199,16212,44162,43320,13213,13201,8379,20995,33424,32422,38107,23694,76234,3682
,,,,,,,,931,18477,19056,29449,41715,17543,26825,13803,28683,31167,25180,10848,9551,17829,15531,42015,41828,13478,13110,8236,20729,31891,31378,36656,23928,74921,3631
,,,,,,,,932,18052,19286,29818,39697,16700,25589,13296,27477,30012,25944,10426,9248,16873,14801,39806,40032,13363,12563,7880,19897,30488,29841,35341,23540,71583,3452
,,,,,,,,933,18804,18942,29299,36609,16811,24903,13186,26668,29337,26660,10316,9190,16408,14600,39530,39323,12500,12136,7551,19191,28283,28803,34073,22766,68954,3306
,,,,,,,,934,17416,17796,27526,33116,16569,23804,12447,25679,27719,26062,9878,8868,16126,13917,37794,38233,11622,11528,7146,18459,25402,26519,31167,22543,66086,3153
,,,,,,,,935,16506,16615,25698,29773,15676,21905,11381,23883,25301,24973,9124,8291,15235,12750,34402,35207,11259,10474,6548,17139,23019,23993,28077,21880,61533,2922
,,,,,,,,936,15697,16380,25338,27162,14318,20103,10524,21931,23284,24439,8320,7667,14010,11584,31139,32322,10685,9506,6044,15762,21262,21713,25479,20467,56290,2662
,,,,,,,,937,14470,15331,23715,25337,12993,18757,9974,20452,21885,23038,7610,7128,12855,10741,28348,29919,9896,8800,5643,14693,20154,20384,23852,18688,52067,2452
,,,,,,,,938,13275,13818,21371,24044,11945,17772,9600,19429,20925,20929,7122,6772,12012,10154,26563,28323,9235,8255,5374,14017,19449,19348,22741,17211,49108,2299
,,,,,,,,939,12243,12426,19208,23372,11305,17138,9385,18780,20234,19139,6785,6520,11401,9841,25466,27466,8734,7948,5162,13530,19140,18815,22115,16239,47145,2194
,,,,,,,,940,11480,11377,17575,23612,10946,16893,9361,18411,20023,17702,6624,6402,11055,9721,24951,27092,8521,7764,5051,13254,19599,18589,22021,15497,45979,2129
,,,,,,,,941,10984,10698,16520,25035,10768,17115,9709,18305,20436,16571,6608,6400,10915,9768,25002,27289,8330,7774,5080,13139,20911,19081,22868,14996,45552,2102
,,,,,,,,942,10665,10218,15776,26880,10933,18030,10432,18707,21698,16082,6891,6659,11137,10306,26367,28622,8245,8132,5263,13449,22119,20369,24942,14757,46754,2152
,,,,,,,,943,10544,9989,15416,29391,11685,19329,11124,19721,23357,16088,7476,7105,11922,10853,28613,31054,8217,8785,5653,14196,23701,21610,26056,14918,49228,2263
,,,,,,,,944,10702,10053,15507,32638,12894,20499,11816,20283,24833,16715,8277,7750,12954,11570,30998,32613,8630,9197,5975,14459,25500,22999,27446,15456,50481,2345
,,,,,,,,945,11066,10651,16426,35784,13990,21465,12533,21221,26033,17789,9057,8444,13779,12474,33329,34705,8910,9548,6159,15238,27457,24550,29534,16115,52991,2474
,,,,,,,,946,11518,11598,17899,38588,14667,22397,13115,22694,27063,19896,9696,8994,14462,13399,35421,36678,9200,9933,6314,16276,29344,26232,31866,17080,56533,2644
,,,,,,,,947,12184,12489,19283,40407,15439,23283,13467,24215,27783,20973,10339,9497,14880,14280,37597,39011,9435,10347,6399,17294,31219,28273,34289,17850,60498,2838
,,,,,,,,948,12937,13443,20761,41888,16221,24137,13737,25882,28323,21847,10784,9852,15239,15111,39443,40908,9602,10735,6486,18168,32961,29944,36630,18605,64238,3038
,,,,,,,,949,13877,14323,22121,43095,16751,24753,13786,27304,28659,22508,11125,10106,15597,15815,41154,42510,9986,11079,6548,19042,34471,31428,38680,19661,67093,3180
,,,,,,,,950,14882,15338,23692,43470,16974,25186,13775,28424,28870,23357,11427,10331,15950,16364,42501,43671,10313,11408,6643,19809,35293,32648,40029,20445,69653,3312
,,,,,,,,951,15870,16248,25098,43254,17290,25334,13703,28790,28641,23922,11702,10524,16151,16858,43703,44326,10588,11490,6669,20152,35695,33418,40710,21281,71503,3412
,,,,,,,,952,16743,17058,26350,42688,17678,25308,13747,28841,28514,24462,11943,10666,15983,17259,44920,44767,10893,11376,6752,20366,35848,34024,41128,22023,72987,3495
,,,,,,,,953,17482,17932,27703,41879,17999,25223,13654,28840,28419,24807,12094,10723,15715,17552,45874,45062,11265,11267,6858,20564,35381,34291,40937,22663,73933,3556
,,,,,,,,954,17672,18759,28982,41095,18280,24927,13399,28479,28207,25074,12098,10634,15473,17543,46121,44645,11565,10974,6884,20440,34040,33841,39996,23192,73897,3570
,,,,,,,,955,17678,19314,29851,39920,17766,24212,12949,27947,27728,25606,11497,10128,15065,16780,43969,42901,11768,10598,6788,19950,32413,32648,38279,23530,72646,3524
,,,,,,,,956,17841,19611,30320,38317,16805,23075,12583,26893,26749,26282,10859,9625,14453,15699,41060,40817,11881,10025,6538,19108,30723,31418,36928,23368,69662,3363
,,,,,,,,957,17804,19368,29962,35694,16578,22403,12456,26213,26070,27092,10728,9549,14125,15264,40364,40293,11429,9674,6326,18472,28347,30188,35349,22660,67364,3233
,,,,,,,,958,17053,18249,28229,32405,16338,21514,11777,25208,24959,26549,10240,9184,13941,14485,38113,38789,10789,9239,6096,17674,25468,27860,32260,22395,64773,3093
,,,,,,,,959,16188,17128,26493,28945,15421,20004,10859,23464,22904,25464,9433,8560,13191,13183,34651,35891,10726,8464,5617,16335,22856,25246,28961,21553,60349,2867
,,,,,,,,960,15525,16848,26061,26427,14033,18495,10037,21604,21065,24781,8584,7900,12142,11951,31300,32970,10283,7697,5145,14891,21171,22879,26299,20096,55362,2619
,,,,,,,,961,14465,15631,24181,24586,12601,17365,9557,20190,19867,23375,7836,7319,11173,10951,28475,30635,9559,7175,4879,13756,19889,21206,24422,18283,51346,2419
,,,,,,,,962,13326,14049,21728,23272,11586,16552,9208,19203,19196,21271,7290,6928,10583,10338,26644,29041,9007,6805,4725,13026,19178,20106,23143,16689,48280,2260
,,,,,,,,963,12330,12673,19590,22613,10929,16050,9029,18496,18641,19112,6923,6648,10080,9984,25529,28141,8683,6545,4612,12497,18911,19300,22424,15583,46000,2140
,,,,,,,,964,11536,11553,17845,22915,10540,15910,9005,18054,18496,17758,6730,6499,9802,9765,24936,27692,8496,6420,4568,12202,19374,19073,22261,14742,44758,2071
,,,,,,,,965,11002,10897,16826,24335,10328,16192,9293,17895,18947,16839,6700,6480,9744,9826,25000,27951,8333,6462,4648,12080,20557,19633,23028,14228,44386,2048
,,,,,,,,966,10625,10418,16085,26243,10469,17104,9918,18300,20273,16316,6975,6728,9998,10257,26279,29349,8187,6833,4868,12299,21690,20810,25034,13958,45545,2095
,,,,,,,,967,10517,10196,15735,29008,11121,18273,10404,19279,21642,16276,7582,7199,10640,10895,28594,31824,8185,7360,5238,12993,23501,22085,26177,14125,47929,2204
,,,,,,,,968,10650,10256,15819,32396,12173,19069,11105,19760,23149,16886,8365,7826,11352,11648,30918,33329,8527,7733,5600,13225,25745,22943,27264,14594,49322,2291
,,,,,,,,969,11011,10832,16704,35726,13385,19818,11727,20628,24484,17914,9124,8502,12095,12557,33461,34809,8818,8116,5847,13746,28070,23734,29174,15228,52082,2431
,,,,,,,,970,11359,11877,18329,38258,14284,20507,12125,21829,25376,19996,9810,9090,12744,13517,35862,36055,9116,8458,6023,14515,30403,24619,31314,16250,55914,2615
,,,,,,,,971,12182,12926,19958,40008,15179,21054,12370,23091,25879,21066,10431,9567,13256,14475,38394,37584,9404,8748,6158,15314,32386,25538,33065,16978,59951,2812
,,,,,,,,972,13042,13940,21528,40838,16045,21729,12581,24062,26362,22022,10993,10034,13754,15483,40744,38905,9601,9056,6289,16069,33920,26282,34190,17748,64142,3032
,,,,,,,,973,13746,14900,23010,40398,16695,22156,12746,24987,26806,22628,11342,10303,14016,16232,42780,39894,10000,9351,6409,16926,34889,26665,35044,18751,67990,3220
,,,,,,,,974,14712,15987,24691,39317,17121,22598,12785,25750,27160,23363,11662,10547,14257,16802,44312,40694,10297,9713,6507,17725,35410,27333,35744,19584,71416,3393
,,,,,,,,975,15531,16860,26041,38896,17631,22815,12705,26233,27223,23806,11821,10643,14487,17208,45355,41041,10606,10026,6587,18311,35154,27895,36303,20271,73644,3511
,,,,,,,,976,16301,17587,27166,38412,18214,23177,12706,26509,27371,24315,11971,10712,14672,17476,46111,41362,10924,10301,6681,18815,34194,28344,36681,20895,75308,3602
,,,,,,,,977,16965,18284,28244,37550,18603,23517,12668,26660,27594,24568,12075,10731,14846,17517,46590,41519,11271,10604,6833,19176,33166,28627,36777,21437,76171,3660
,,,,,,,,978,17504,18925,29239,36629,18891,23487,12443,26550,27471,24717,11920,10506,14856,17214,45926,40919,11550,10639,6866,19261,31911,28451,36084,21929,75768,3657
,,,,,,,,979,17963,19465,30083,35819,18254,22795,11936,25953,26895,25389,11261,9947,14451,16371,43417,39154,11898,10419,6800,18844,30558,27406,34513,21977,73750,3578
,,,,,,,,980,17986,19675,30421,34472,17182,21593,11436,24780,25792,25956,10790,9593,13671,15399,41111,37110,12127,9822,6509,17894,29132,26500,33186,21710,70099,3385
,,,,,,,,981,17650,19390,29997,32388,17037,21022,11361,24120,25146,26628,10649,9506,13252,15038,40111,36317,11632,9360,6219,17221,27286,25805,31882,20918,67478,3239
,,,,,,,,982,16715,18120,28030,29923,16706,20210,10749,23274,23983,26001,10127,9114,13151,14262,37879,35195,10920,8964,5973,16489,25064,24279,29672,20574,64548,3085
,,,,,,,,983,15835,16917,26167,27255,15828,18873,9861,21964,22067,24723,9387,8555,12546,13188,34807,32802,10722,8300,5561,15393,22534,22495,27102,19837,60280,2864
,,,,,,,,984,15101,16600,25680,25097,14557,17349,9128,20541,20325,23939,8604,7956,11584,12152,31724,30150,10258,7548,5133,14286,21118,20784,25068,18782,55690,2635
,,,,,,,,985,14099,15592,24121,23486,13426,16261,8700,19295,19037,22602,8140,7475,10786,11279,29153,27951,9570,6993,4839,13325,19910,19452,23062,17403,51639,2433
,,,,,,,,986,13040,14200,21961,22274,12246,15371,8324,18432,18317,20732,7474,6977,10038,10667,27056,26327,9084,6681,4666,12737,19072,18584,22069,16088,48415,2280
,,,,,,,,987,12024,12976,20054,21587,11577,14843,8096,17690,17711,19005,7133,6683,9582,10246,25761,25410,8729,6387,4517,12220,18622,17952,21162,15414,45790,2142
,,,,,,,,988,11323,12100,18651,21447,11125,14539,8032,17187,17501,17442,6902,6485,9271,9864,24784,24756,8448,6245,4441,11867,18543,17645,20767,14649,44063,2054
,,,,,,,,989,10706,11299,17404,21802,10772,14422,8100,16965,17574,16246,6748,6362,9146,9726,24188,24464,8232,6163,4454,11675,18703,17508,20796,14100,43000,1998
,,,,,,,,990,10356,10777,16586,22664,10720,14638,8283,16971,17874,15701,6722,6335,9182,9793,24291,24859,8126,6232,4490,11668,18980,17789,21197,13725,42792,1981
,,,,,,,,991,10125,10413,16017,24890,10899,14961,8391,17210,18242,15350,6861,6381,9307,9850,24888,25426,7963,6330,4572,11821,20372,18340,21758,13562,43302,2004
,,,,,,,,992,10013,10233,15731,28207,11058,15594,8851,17366,19219,15345,7195,6594,9554,10150,25827,26147,8141,6497,4737,11826,22274,19350,23251,13505,43715,2042
,,,,,,,,993,10088,10395,15977,31558,11638,16563,9472,18390,20651,15691,7752,7022,10183,11067,27965,28103,8148,6963,4992,12404,24416,20982,25391,13685,46490,2182
,,,,,,,,994,10263,10500,16151,34488,12580,17682,9943,19786,21783,16864,8301,7455,10796,11990,30313,30254,8214,7366,5191,13289,26441,22735,27715,14908,50415,2379
,,,,,,,,995,10939,11058,17022,36319,13293,18677,10271,21250,22648,17853,8739,7795,11447,12711,32202,31927,8676,7861,5392,14122,28055,24250,29757,16352,54534,2592
,,,,,,,,996,11881,12219,18824,37136,13731,19199,10499,22219,23137,19176,9067,8044,11885,13426,33590,33070,9023,8224,5508,14568,29408,25508,31601,18005,58098,2785
,,,,,,,,997,12957,13583,20937,37733,14058,19820,10670,22718,23618,20498,9251,8160,12292,13886,34709,34050,9508,8537,5555,14892,30542,26428,33475,19689,60808,2918
,,,,,,,,998,13876,14775,22784,37632,13965,20331,10752,22845,23967,21096,9333,8219,12523,14155,35335,34605,9871,8863,5609,15040,31236,27103,34765,20681,62752,3023
,,,,,,,,999,14708,15707,24228,36813,13854,20672,10830,22615,24215,21260,9404,8262,12649,14431,35704,35042,10258,9153,5615,14935,31863,27586,35369,21413,62922,3039
,,,,,,,,1000,15455,16613,25632,36316,13664,20917,10983,22380,24514,21711,9489,8309,12832,14616,36132,35424,10428,9453,5645,14798,32006,27871,35684,22220,62219,3014
,,,,,,,,1001,16091,17239,26597,36113,13705,21159,11101,22178,24766,21716,9586,8341,12980,14754,36668,35849,10695,9613,5720,14795,31612,27901,35586,22913,61114,2967
,,,,,,,,1002,16570,17759,27403,35369,13655,21053,11011,21901,24806,21838,9599,8313,12917,14564,36578,35540,10783,9673,5759,14778,30275,27288,34378,23362,60007,2920
,,,,,,,,1003,16730,18131,27983,35094,13868,20532,10805,21355,24310,22011,9441,8182,12735,14327,35905,34953,10994,9460,5656,14578,29692,26370,32843,23452,57946,2825
,,,,,,,,1004,16535,18287,28237,34391,13847,20039,10685,21071,23990,22786,9190,7998,12382,13762,34491,33933,10992,9091,5574,14329,28819,25901,32453,23162,56181,2726
,,,,,,,,1005,16064,17898,27647,32680,13690,19945,10701,21201,24087,23092,9177,8026,12298,13480,33999,33277,11005,8988,5563,14296,26928,25174,31341,22195,55385,2678
,,,,,,,,1006,15752,17177,26529,30127,13851,19238,10141,20733,23075,23230,8907,7833,12324,12889,32562,32357,10709,8650,5408,14001,24675,23588,29222,21731,53685,2582
,,,,,,,,1007,15418,16488,25461,27532,13245,18068,9392,19810,21422,23114,8348,7439,11821,11993,30158,30257,10544,8088,5058,13272,22554,21813,26876,20949,50652,2429
,,,,,,,,1008,14888,16129,24903,25243,12208,16747,8732,18677,19907,22538,7626,6922,11111,10959,27522,27879,10196,7419,4735,12412,20868,20038,24732,19750,47196,2251
,,,,,,,,1009,11487,11291,17416,27744,19116,22301,10140,18755,23769,26486,9547,8140,13431,12551,33634,35969,9596,8395,4892,12354,25193,25754,26171,13417,40771,1903
,,,,,,,,1010,10962,10601,16349,27749,18278,21788,9703,18544,22741,25203,9026,7708,12904,12309,32633,35047,9151,8143,4677,12028,24910,25747,26041,12834,40399,1909
,,,,,,,,1011,10527,9894,15262,28243,17949,21507,9544,18508,22097,23923,8752,7453,12585,12166,32234,34718,8772,8001,4558,11913,25076,25979,26080,12467,40463,1929
,,,,,,,,1012,10211,9460,14606,29182,17881,21567,9442,18711,21922,23652,8562,7275,12464,12180,32216,34815,8669,8043,4517,11952,25375,26404,26553,12238,40946,1964
,,,,,,,,1013,10052,9181,14176,30583,18104,21729,9383,18969,21800,23312,8493,7211,12457,12286,32571,35052,8814,8088,4506,11990,26117,26971,27371,12192,41620,2006
,,,,,,,,1014,10076,9121,14085,32498,18469,21941,9498,19472,21968,23372,8538,7244,12474,12657,33556,35870,8809,8174,4554,12173,27219,27932,28651,12286,42591,2061
,,,,,,,,1015,10127,9173,14168,34919,19192,22500,9737,20304,22584,23737,8691,7344,12598,13174,35004,37073,8844,8380,4689,12540,28713,29181,30379,12477,44072,2135
,,,,,,,,1016,10248,9285,14344,35797,19197,23411,10222,21353,23368,24251,9030,7602,12918,13666,36287,38968,8916,8688,4875,13106,29462,30222,31485,12852,46344,2262
,,,,,,,,1017,10628,9534,14729,33793,19088,23842,10501,21708,24205,25207,9316,7817,13212,14004,37398,40123,9052,8700,5031,13357,28507,29848,30650,13424,46770,2259
,,,,,,,,1018,10994,10106,15621,31066,19607,23915,10764,21574,24641,27363,9700,8154,13465,14089,37914,40302,9052,8641,5079,13358,26812,28593,28971,13478,47021,2260
,,,,,,,,1019,11038,9950,15366,28831,19959,23453,10950,20510,24896,27869,10071,8479,13446,13799,37980,39760,9129,8506,5091,13027,25513,27182,27337,13606,45755,2181
,,,,,,,,1020,11171,10386,16040,27017,20182,22912,10989,19140,24833,29380,10282,8702,13472,13500,37567,38864,9284,8409,5052,12520,24649,26040,26178,13768,43871,2084
,,,,,,,,1021,11231,10691,16508,25676,20048,22325,11043,17915,24750,29996,10453,8848,13272,13330,37292,38368,9409,8171,4992,12065,24065,25030,25307,13759,41229,1929
,,,,,,,,1022,11181,10918,16860,24758,19927,21903,11033,17266,24821,30453,10415,8832,13128,13050,36664,37607,9460,8023,4935,11857,23295,24127,24537,13398,39876,1857
